,maleCount,femaleCount,goingDT,leavingDT
613,30,8,10,3
614,31,9,10,3
615,31,11,11,5
616,35,12,12,7
617,31,12,13,7
618,32,10,13,7
619,31,11,11,6
620,31,11,11,6
621,28,10,9,6
622,26,7,6,4
623,25,6,7,4
624,26,9,8,4
625,28,7,9,4
626,29,8,10,4
627,29,7,11,4
628,28,7,10,4
629,23,8,10,4
630,23,5,8,2
631,21,4,6,1
632,24,4,8,1
633,24,3,4,2
634,23,3,4,2
635,21,5,4,2
636,22,5,4,2
637,23,7,4,1
638,22,7,4,1
639,21,9,4,2
640,22,9,4,3
641,19,8,5,3
642,21,11,7,5
643,22,10,9,6
644,26,11,11,6
645,28,8,9,5
646,31,8,9,6
647,30,8,7,5
648,29,7,5,5
649,33,8,7,7
650,30,9,6,7
651,28,9,7,6
652,31,12,8,10
653,28,11,7,10
654,30,12,9,9
655,28,13,8,6
656,28,13,9,6
657,29,12,9,5
658,24,12,9,5
659,22,12,7,2
660,20,12,6,2
661,20,11,6,2
662,19,12,6,2
663,21,12,6,4
664,20,10,6,4
665,19,12,5,3
666,21,11,5,3
667,21,11,5,3
668,21,10,4,4
669,22,8,4,5
670,26,8,4,5
671,25,7,4,5
672,26,7,2,5
673,25,6,2,5
674,24,6,2,6
675,24,9,3,7
676,25,9,4,7
677,25,6,6,8
678,23,5,5,7
679,26,4,5,8
680,25,2,4,7
681,29,5,7,9
682,31,7,6,9
683,32,7,6,8
684,33,7,6,8
685,34,7,6,7
686,33,6,5,6
687,36,8,6,7
688,35,7,7,8
689,35,8,6,8
690,34,10,6,9
691,34,10,8,8
692,34,10,9,9
693,33,10,8,7
694,33,10,8,6
695,34,12,9,8
696,36,13,11,8
697,38,13,11,9
698,36,14,10,9
699,39,13,6,8
700,38,12,6,9
701,39,12,6,8
702,42,12,7,7
703,44,11,7,6
704,40,11,8,8
705,41,13,7,7
706,43,10,8,7
707,44,12,11,8
708,41,10,10,9
709,43,12,10,9
710,36,14,9,8
711,37,16,12,10
712,44,18,12,10
713,45,16,13,10
714,44,14,14,8
715,42,14,12,6
716,37,11,10,5
717,33,12,10,5
718,31,14,10,6
719,28,14,11,7
720,32,15,13,10
721,28,15,13,9
722,27,13,11,7
723,31,12,11,9
724,35,12,12,11
725,36,13,12,10
726,35,12,12,9
727,28,15,9,6
728,27,14,8,6
729,25,14,8,5
730,29,16,8,6
731,28,18,7,6
732,27,18,9,5
733,25,17,7,5
734,26,17,7,6
735,28,19,10,6
736,29,17,12,7
737,30,16,12,7
738,30,16,11,7
739,37,19,15,12
740,35,19,15,12
741,39,16,17,13
742,39,14,16,12
743,37,17,15,12
744,32,17,14,10
745,32,17,10,9
746,32,21,12,11
747,30,21,13,9
748,30,19,14,10
749,32,19,13,11
750,32,17,14,13
751,30,18,14,12
752,27,18,14,13
753,31,17,12,14
754,34,17,10,13
755,35,19,11,11
756,35,18,11,10
757,34,19,9,8
758,30,18,6,7
759,34,17,9,7
760,34,13,9,8
761,32,13,9,8
762,33,12,10,10
763,32,13,10,9
764,31,11,11,10
765,31,12,10,10
766,30,15,11,9
767,27,14,11,8
768,25,12,6,6
769,25,13,8,6
770,27,12,8,7
771,27,15,9,8
772,28,16,8,9
773,25,16,7,8
774,24,13,6,8
775,24,10,4,7
776,24,9,4,7
777,24,10,4,6
778,26,9,4,5
779,29,8,5,7
780,28,11,6,9
781,27,10,6,9
782,31,11,8,11
783,33,11,8,11
784,34,12,11,12
785,36,11,10,11
786,41,13,10,11
787,37,14,7,10
788,31,14,2,4
789,26,13,2,4
790,22,14,3,4
791,24,12,4,4
792,23,14,5,8
793,22,10,5,6
794,22,11,6,6
795,23,11,8,8
796,26,12,7,9
797,28,14,9,10
798,25,14,5,8
799,26,14,6,10
800,29,14,7,11
801,34,12,9,12
802,34,13,10,11
803,35,14,8,11
804,34,16,8,13
805,33,16,8,12
806,36,16,9,12
807,37,15,10,12
808,33,12,8,10
809,33,15,8,10
810,30,14,8,10
811,32,12,10,13
812,28,12,8,9
813,28,13,9,9
814,28,12,8,10
815,29,11,5,8
816,29,13,5,8
817,30,15,6,9
818,34,15,7,10
819,29,14,6,9
820,29,13,7,10
821,29,12,6,8
822,29,13,7,7
823,32,11,8,8
824,31,13,7,7
825,30,13,7,6
826,29,13,8,9
827,29,15,9,11
828,30,14,9,12
829,31,13,7,12
830,29,12,5,9
831,30,12,7,12
832,26,11,7,12
833,27,11,5,10
834,28,12,7,11
835,27,11,8,10
836,24,7,6,7
837,22,8,8,8
838,24,9,8,7
839,25,9,7,3
840,24,9,7,3
841,23,8,5,2
842,23,7,4,3
843,23,7,4,3
844,25,7,4,4
845,28,7,4,4
846,30,9,4,5
847,29,11,4,8
848,26,10,3,6
849,27,12,4,8
850,29,9,5,8
851,29,11,5,8
852,31,12,6,9
853,34,14,6,9
854,35,14,5,10
855,32,14,5,8
856,31,15,4,8
857,32,15,5,9
858,34,15,7,10
859,33,11,6,10
860,30,11,6,8
861,28,10,6,9
862,30,9,8,10
863,29,10,9,10
864,27,10,11,10
865,27,10,10,10
866,27,10,10,10
867,26,9,10,8
868,24,9,10,7
869,25,9,10,8
870,28,10,11,9
871,29,9,12,9
872,28,8,12,9
873,27,8,10,10
874,24,9,8,8
875,23,9,8,7
876,24,9,8,7
877,27,9,8,9
878,25,9,8,7
879,24,8,8,6
880,26,10,8,5
881,23,9,8,3
882,24,10,8,3
883,26,9,10,4
884,23,9,10,7
885,26,10,11,8
886,30,14,11,9
887,33,13,11,7
888,32,12,10,6
889,35,13,11,7
890,35,12,8,6
891,36,12,9,9
892,36,15,11,10
893,38,18,12,10
894,40,16,12,10
895,40,15,12,10
896,35,15,11,8
897,32,14,9,8
898,32,15,10,9
899,30,15,9,10
900,31,15,10,12
901,31,11,8,11
902,32,12,7,11
903,35,13,7,14
904,34,15,9,16
905,35,13,7,14
906,36,15,7,16
907,39,15,8,16
908,43,13,10,15
909,47,11,10,18
910,48,14,11,20
911,46,15,11,19
912,43,15,9,19
913,42,15,7,18
914,46,14,7,20
915,47,13,9,22
916,43,10,6,18
917,41,9,6,18
918,42,10,7,19
919,41,10,5,17
920,43,10,7,15
921,44,9,6,13
922,49,9,6,15
923,49,7,5,15
924,48,7,7,17
925,52,6,7,18
926,48,6,9,16
927,48,8,9,16
928,51,11,8,15
929,50,12,8,15
930,47,11,6,13
931,47,10,7,13
932,44,11,6,11
933,40,13,4,10
934,43,15,6,12
935,42,14,7,12
936,45,16,10,16
937,42,19,11,16
938,43,20,12,17
939,39,19,11,15
940,38,21,12,16
941,40,20,12,17
942,45,20,11,16
943,47,22,12,16
944,50,23,11,17
945,57,24,12,20
946,61,22,12,22
947,61,21,12,22
948,61,20,11,23
949,65,21,12,24
950,68,21,12,28
951,73,20,12,29
952,72,21,10,33
953,70,24,12,31
954,70,25,14,34
955,73,27,15,33
956,76,25,15,34
957,76,22,13,31
958,72,21,11,25
959,66,18,10,24
960,58,16,9,20
961,57,17,9,24
962,57,17,8,25
963,59,16,10,27
964,60,18,10,28
965,57,20,9,27
966,62,20,13,28
967,66,22,18,29
968,69,24,18,31
969,73,25,20,33
970,69,24,17,31
971,72,27,18,37
972,66,26,21,38
973,67,24,17,34
974,69,24,15,37
975,76,24,14,40
976,82,24,16,40
977,91,25,17,43
978,94,25,17,43
979,103,27,20,45
980,101,25,18,45
981,98,24,19,45
982,99,28,19,42
983,100,28,18,41
984,101,28,16,38
985,101,28,16,41
986,92,31,17,40
987,90,31,15,38
988,89,29,15,39
989,90,29,15,40
990,91,29,14,38
991,98,28,17,45
992,104,26,15,41
993,101,27,18,43
994,107,28,21,45
995,114,32,19,47
996,122,32,18,49
997,121,31,20,47
998,125,28,20,46
999,130,26,19,44
1000,139,27,21,47
1001,139,27,22,49
1002,145,27,21,50
1003,146,26,20,52
1004,142,27,21,52
1005,131,30,19,49
1006,126,32,19,45
1007,128,37,25,46
1008,125,39,23,45
1009,130,44,26,51
1010,118,47,23,50
1011,113,49,23,50
1012,115,52,21,49
1013,119,50,20,53
1014,129,53,20,59
1015,129,47,22,58
1016,127,42,24,60
1017,133,43,26,65
1018,138,40,26,62
1019,135,42,25,62
1020,142,39,24,62
1021,151,37,24,62
1022,160,40,29,64
1023,174,41,29,75
1024,187,46,33,87
1025,183,51,35,91
1026,177,54,35,87
1027,185,52,36,85
1028,199,60,39,84
1029,215,62,45,89
1030,218,64,46,88
1031,226,63,44,91
1032,219,64,46,93
1033,225,68,46,101
1034,223,65,41,105
1035,223,62,41,103
1036,222,65,43,104
1037,217,66,33,98
1038,217,71,35,105
1039,213,69,32,99
1040,210,74,32,105
1041,210,75,31,99
1042,221,79,33,101
1043,210,81,29,101
1044,212,82,29,99
1045,215,83,29,98
1046,212,82,29,96
1047,196,78,23,88
1048,191,75,24,78
1049,190,70,26,77
1050,191,61,23,71
1051,194,64,23,74
1052,200,56,20,72
1053,199,51,20,69
1054,194,52,21,72
1055,195,53,22,73
1056,198,61,20,69
1057,192,60,18,68
1058,189,63,21,66
1059,186,65,18,62
1060,181,72,20,65
1061,174,71,22,64
1062,161,63,20,58
1063,161,61,20,56
1064,169,61,19,59
1065,175,59,20,63
1066,171,56,19,62
1067,169,59,18,56
1068,176,58,18,59
1069,174,55,16,60
1070,170,54,15,55
1071,171,55,16,57
1072,168,57,19,59
1073,173,53,20,61
1074,176,49,18,63
1075,176,46,14,59
1076,175,45,14,56
1077,177,41,17,56
1078,176,43,15,56
1079,166,47,14,55
1080,167,48,15,55
1081,159,51,15,55
1082,163,51,12,57
1083,163,49,11,57
1084,162,47,11,55
1085,164,51,11,52
1086,154,51,10,50
1087,147,50,7,47
1088,139,46,8,43
1089,145,47,9,44
1090,141,57,8,43
1091,144,58,8,44
1092,143,55,9,42
1093,138,53,10,41
1094,138,55,12,42
1095,144,58,12,46
1096,147,52,12,46
1097,151,49,12,46
1098,146,49,14,46
1099,140,51,11,46
1100,138,51,10,42
1101,135,51,9,41
1102,138,49,9,37
1103,128,50,10,36
1104,124,50,10,40
1105,127,46,10,38
1106,133,46,10,37
1107,129,50,10,35
1108,130,49,9,37
1109,138,55,12,34
1110,145,54,13,32
1111,142,49,15,32
1112,130,45,15,29
1113,124,41,17,32
1114,127,40,15,36
1115,122,38,13,32
1116,125,39,14,35
1117,122,37,12,33
1118,116,38,10,33
1119,118,36,10,35
1120,115,37,11,36
1121,111,40,12,34
1122,111,41,11,34
1123,107,44,12,31
1124,99,42,12,31
1125,103,41,12,32
1126,103,42,12,29
1127,103,46,12,30
1128,99,45,12,25
1129,103,44,12,26
1130,97,44,10,26
1131,95,43,8,25
1132,95,43,10,27
1133,89,40,9,27
1134,93,41,9,30
1135,92,43,10,33
1136,91,41,10,29
1137,84,40,12,27
1138,85,38,14,27
1139,83,35,16,26
1140,81,40,18,28
1141,77,40,16,26
1142,73,39,15,26
1143,76,33,14,25
1144,75,31,11,21
1145,77,29,13,20
1146,79,30,11,20
1147,81,26,11,18
1148,80,27,12,19
1149,85,29,12,19
1150,86,31,13,19
1151,82,34,13,20
1152,84,37,14,22
1153,80,36,12,19
1154,83,32,11,19
1155,76,31,10,18
1156,72,27,9,17
1157,70,28,9,18
1158,70,27,10,16
1159,69,26,7,15
1160,73,23,7,13
1161,72,21,6,12
1162,76,23,6,13
1163,78,26,8,15
1164,79,26,10,18
1165,72,29,10,17
1166,76,32,9,19
1167,74,34,9,20
1168,76,32,9,19
1169,73,30,9,19
1170,60,29,7,19
1171,58,26,5,14
1172,63,26,5,16
1173,60,23,5,14
1174,65,22,4,13
1175,68,22,4,14
1176,69,23,6,15
1177,69,24,7,16
1178,71,26,9,17
1179,67,26,9,17
1180,65,27,8,15
1181,63,25,8,15
1182,61,25,7,14
1183,61,22,5,13
1184,59,25,5,12
1185,54,23,4,11
1186,50,21,5,10
1187,52,18,6,11
1188,50,19,6,11
1189,54,17,6,9
1190,55,19,7,9
1191,59,16,6,9
1192,54,14,5,7
1193,57,16,6,8
1194,62,17,5,10
1195,61,19,4,10
1196,61,20,4,11
1197,63,23,4,11
1198,60,23,5,11
1199,62,25,5,11
1200,59,23,4,11
1201,62,23,4,11
1202,64,25,5,10
1203,65,27,5,13
1204,67,29,6,13
1205,59,32,6,11
1206,57,33,7,11
1207,59,32,8,12
1208,54,29,8,11
1209,51,29,9,8
1210,53,28,8,6
1211,51,27,7,5
1212,50,28,8,6
1213,45,29,8,5
1214,45,28,7,4
1215,47,27,5,4
1216,46,26,5,4
1217,48,25,5,5
1218,53,25,7,7
1219,54,25,7,9
1220,52,25,7,10
1221,50,22,6,8
1222,50,21,6,9
1223,54,23,8,10
1224,52,23,8,8
1225,51,24,6,6
1226,50,23,7,6
1227,48,21,7,7
1228,49,20,7,8
1229,42,20,4,6
1230,43,18,4,6
1231,41,19,4,6
1232,44,20,3,6
1233,38,20,3,5
1234,40,22,3,6
1235,41,20,2,5
1236,40,20,2,6
1237,35,18,2,6
1238,37,16,1,7
1239,36,18,2,7
1240,36,18,2,7
1241,32,16,1,7
1242,34,16,1,7
1243,35,16,1,6
1244,35,16,1,6
1245,33,15,1,5
1246,33,13,1,5
1247,34,13,0,3
1248,38,11,0,3
1249,38,11,1,2
1250,39,10,1,2
1251,36,8,1,2
1252,35,8,1,2
1253,38,11,2,2
1254,33,11,2,2
1255,32,11,2,2
1256,30,11,2,2
1257,28,10,2,1
1258,28,10,2,1
1259,31,11,1,1
1260,35,13,1,1
1261,36,12,2,1
1262,39,13,3,2
1263,36,12,3,4
1264,36,13,5,6
1265,34,12,5,7
1266,33,12,5,7
1267,30,14,6,7
1268,31,13,5,6
1269,31,11,5,6
1270,34,11,5,6
1271,32,9,3,3
1272,34,7,3,3
1273,30,9,3,2
1274,26,9,2,1
1275,24,7,2,1
1276,23,6,1,1
1277,29,7,3,3
1278,28,5,3,3
1279,30,6,3,4
1280,35,8,3,4
1281,34,8,3,4
1282,36,8,2,5
1283,32,12,2,5
1284,31,13,2,6
1285,34,14,1,6
1286,38,13,2,6
1287,34,13,2,6
1288,38,13,3,6
1289,35,12,3,6
1290,36,13,3,4
1291,36,13,3,4
1292,35,12,3,3
1293,33,13,4,3
1294,30,10,4,3
1295,29,10,4,3
1296,23,9,3,3
1297,21,9,3,3
1298,16,8,1,2
1299,18,9,2,2
1300,16,9,3,3
1301,17,11,3,4
1302,25,14,3,6
1303,27,12,2,5
1304,28,11,1,5
1305,29,13,1,5
1306,29,14,1,5
1307,33,13,1,5
1308,30,11,1,3
1309,28,11,0,2
1310,28,12,0,2
1311,24,12,0,1
1312,24,10,0,1
1313,24,10,0,1
1314,26,10,0,1
1315,24,9,0,0
1316,25,9,1,1
1317,22,9,1,1
1318,23,8,1,1
1319,23,8,1,1
1320,21,5,1,1
1321,17,4,1,1
1322,17,4,1,1
1323,15,6,1,1
1324,15,6,0,2
1325,16,7,0,2
1326,17,5,0,4
1327,18,6,0,4
1328,16,7,1,4
1329,17,7,1,4
1330,13,8,2,4
1331,12,8,2,4
1332,14,7,2,4
1333,15,8,2,4
1334,14,8,2,4
1335,14,8,2,4
1336,19,10,3,6
1337,23,11,4,7
1338,23,9,2,8
1339,23,9,2,8
1340,24,10,3,7
1341,24,10,3,8
1342,22,11,3,8
1343,20,10,3,7
1344,22,9,2,7
1345,22,9,2,7
1346,25,8,2,8
1347,24,4,2,8
1348,21,3,1,6
1349,20,2,0,4
1350,22,2,1,4
1351,20,2,1,4
1352,20,2,1,3
1353,18,2,1,2
1354,18,2,1,2
1355,18,2,1,2
1356,19,3,0,2
